date,value
2024-01-02,1.6437140000000001
2024-01-03,2.355677
2024-01-04,4.130536
2024-01-05,2.19669
2024-01-06,1.10248
2024-01-07,0.33289
2024-01-08,1.88243
2024-01-09,1.41665
2024-01-10,1.2641200000000001
2024-01-11,3.761021
2024-01-12,1.38895
2024-01-13,0.48641
2024-01-14,0.04635
2024-01-15,1.44603
2024-01-16,1.4909700000000001
2024-01-17,0.23936
2024-01-18,0.50961
2024-01-19,0.29716
2024-01-20,1.0717
2024-01-21,1.9715
2024-01-22,3.615971
2024-01-23,3.28608
2024-01-24,0.21786
2024-01-25,0.913462
2024-01-26,1.4934
2024-01-27,0.7280111
2024-01-28,0.25391
2024-01-29,0.13860999999999998
2024-01-30,0.14367
2024-01-31,1.569767
2024-02-01,0.83902
2024-02-02,0.23466
2024-02-03,1.6330127
2024-02-04,0.93011
2024-02-05,0.91872
2024-02-06,1.62961
2024-02-07,0.737927
2024-02-08,2.125481
2024-02-09,0.186
2024-02-10,1.74913
2024-02-11,1.9729999999999999
2024-02-12,0.73424
2024-02-13,3.367225
2024-02-14,1.12952
2024-02-15,1.2375399999999999
2024-02-16,2.41295
2024-02-17,0.58692
2024-02-18,0.59776
2024-02-19,2.66308
2024-02-20,3.017118
2024-02-21,3.31927
2024-02-22,5.0754407
2024-02-23,2.871809
2024-02-24,2.75974
2024-02-25,2.6000099999999997
2024-02-26,2.0686780000000002
2024-02-27,3.04672
2024-02-28,2.51881
2024-02-29,3.28914
2024-03-01,0.25088
2024-03-02,0.02972
2024-03-03,2.122988
2024-03-04,1.9063
2024-03-05,2.77295
2024-03-06,2.36037
2024-03-07,4.502553
2024-03-08,3.361956
2024-03-09,0.11545
2024-03-10,3.39275
2024-03-11,2.2869
2024-03-12,7.43035
2024-03-13,1.282
2024-03-14,7.6146419
2024-03-15,2.75114
2024-03-16,0.00977
2024-03-17,0.336902
2024-03-18,2.84158
2024-03-19,3.664409
2024-03-20,0.9177500000000001
2024-03-21,3.200307
2024-03-22,1.379011
2024-03-23,1.18644
2024-03-24,2.182772
2024-03-25,2.77775
2024-03-26,5.72418
2024-03-27,0.8068000000000001
2024-03-28,3.133758
2024-03-29,2.693601
2024-03-30,0.5991839
2024-03-31,0.01475
2024-04-01,1.579014
2024-04-02,6.46174
2024-04-03,4.319515
2024-04-04,2.7601400000000003
2024-04-05,0.986642
2024-04-06,4.233303
2024-04-07,0.84468
2024-04-08,1.78671
2024-04-09,0.72525
2024-04-10,0.97929
2024-04-11,5.57751
2024-04-12,2.2402974
2024-04-13,0.677708
2024-04-14,0.4625968
2024-04-15,5.872493
2024-04-16,5.22627
2024-04-17,2.9653799999999997
2024-04-18,5.0601400000000005
2024-04-19,1.97445
2024-04-20,0.42591
2024-04-21,4.366417
2024-04-22,4.533378
2024-04-23,1.273611
2024-04-24,5.383402
2024-04-25,6.54256
2024-04-26,6.7100100000000005
2024-04-27,2.009521
2024-04-28,1.2930300000000001
2024-04-29,2.8904
2024-04-30,1.352552
2024-05-01,2.0081034
2024-05-02,6.02311
2024-05-03,0.71224
2024-05-04,3.097789
2024-05-05,5.0715659
2024-05-06,5.6543149999999995
2024-05-07,5.172752
2024-05-08,3.466215
2024-05-09,5.590813
2024-05-10,2.78745
2024-05-11,3.24153
2024-05-12,7.8387
2024-05-13,4.7682970000000005
2024-05-14,4.863339
2024-05-15,4.18226
2024-05-16,4.814303
2024-05-17,7.677107
2024-05-18,8.06837
2024-05-19,2.498083
2024-05-20,3.50956
2024-05-21,5.548221
2024-05-22,3.83232
2024-05-23,7.18065
2024-05-24,5.459332
2024-05-25,2.64149
2024-05-26,3.284775
2024-05-27,6.11259
2024-05-28,6.623487
2024-05-29,2.888216
2024-05-30,4.4031
2024-05-31,3.10657
2024-06-01,2.281623
2024-06-02,3.99384
2024-06-03,4.102599
2024-06-04,3.0866566
2024-06-05,4.89929
2024-06-06,4.44477
